
id,query,answer
site-pksaa-overview,poios einai o synetairismos,"Ο Π.Κ.Σ.Α.Α. είναι ο Προμηθευτικός και Καταναλωτικός Συνεταιρισμός Αστυνομικών Αττικής.
Η ιστοσελίδα συγκεντρώνει επίσημες προσφορές και παροχές για τα μέλη, όπως κινητή, σταθερή, internet, τηλεόραση και συνεργαζόμενες υπηρεσίες."
site-pksaa-overview,τι είναι ο συνεταιρισμός,"Ο Π.Κ.Σ.Α.Α. είναι ο Προμηθευτικός και Καταναλωτικός Συνεταιρισμός Αστυνομικών Αττικής.
Η ιστοσελίδα συγκεντρώνει επίσημες προσφορές και παροχές για τα μέλη, όπως κινητή, σταθερή, internet, τηλεόραση και συνεργαζόμενες υπηρεσίες."
site-pksaa-overview,ti einai o sinetairismos,"Ο Π.Κ.Σ.Α.Α. είναι ο Προμηθευτικός και Καταναλωτικός Συνεταιρισμός Αστυνομικών Αττικής.
Η ιστοσελίδα συγκεντρώνει επίσημες προσφορές και παροχές για τα μέλη, όπως κινητή, σταθερή, internet, τηλεόραση και συνεργαζόμενες υπηρεσίες."
site-pksaa-overview,τι είναι ο ΠΚΣΑΑ,"Ο Π.Κ.Σ.Α.Α. είναι ο Προμηθευτικός και Καταναλωτικός Συνεταιρισμός Αστυνομικών Αττικής.
Η ιστοσελίδα συγκεντρώνει επίσημες προσφορές και παροχές για τα μέλη, όπως κινητή, σταθερή, internet, τηλεόραση και συνεργαζόμενες υπηρεσίες."
site-pksaa-overview,τι ειναι ο ΠΚΣΑΑ,"Ο Π.Κ.Σ.Α.Α. είναι ο Προμηθευτικός και Καταναλωτικός Συνεταιρισμός Αστυνομικών Αττικής.
Η ιστοσελίδα συγκεντρώνει επίσημες προσφορές και παροχές για τα μέλη, όπως κινητή, σταθερή, internet, τηλεόραση και συνεργαζόμενες υπηρεσίες."
site-pksaa-overview,ti einai o pksaa,"Ο Π.Κ.Σ.Α.Α. είναι ο Προμηθευτικός και Καταναλωτικός Συνεταιρισμός Αστυνομικών Αττικής.
Η ιστοσελίδα συγκεντρώνει επίσημες προσφορές και παροχές για τα μέλη, όπως κινητή, σταθερή, internet, τηλεόραση και συνεργαζόμενες υπηρεσίες."
site-pksaa-overview,pksaa,"Ο Π.Κ.Σ.Α.Α. είναι ο Προμηθευτικός και Καταναλωτικός Συνεταιρισμός Αστυνομικών Αττικής.
Η ιστοσελίδα συγκεντρώνει επίσημες προσφορές και παροχές για τα μέλη, όπως κινητή, σταθερή, internet, τηλεόραση και συνεργαζόμενες υπηρεσίες."
site-pksaa-overview,synetelas,"Ο Π.Κ.Σ.Α.Α. είναι ο Προμηθευτικός και Καταναλωτικός Συνεταιρισμός Αστυνομικών Αττικής.
Η ιστοσελίδα συγκεντρώνει επίσημες προσφορές και παροχές για τα μέλη, όπως κινητή, σταθερή, internet, τηλεόραση και συνεργαζόμενες υπηρεσίες."
site-offers-overview,Ποιες προσφορές εμφανίζονται στη σελίδα;,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,προσφορές,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,προσφορες,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,prosfores,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,ποιες προσφορές υπάρχουν,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,poies prosfores yparxoun,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,τι προσφορές έχει,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,ti prosfores exei,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,τι προσφορές έχει η σελίδα,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,τι προσφορες εχει η selida,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,pws exei prosfores sto site,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,pws exei prosfores,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,offer list,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,offers,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,ποιες επιλογές υπάρχουν,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,poies epiloges yparxoun,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,προσφορές στο site,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,prosfores sto site,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,κινητή,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,σταθερή,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,internet,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offers-overview,τηλεόραση,"Στη σελίδα εμφανίζονται προσφορές για κινητή τηλεφωνία Vodafone CU και NOVA Q, σταθερή και internet Vodafone, Nova 5G Home Internet και EON + Cosmote TV.
Για κάθε προσφορά πατάτε την αντίστοιχη κάρτα ή κουμπί προβολής για να δείτε λεπτομέρειες και δικαιολογητικά."
site-offer-prices-summary,Πόσο κάνουν οι προσφορές που φαίνονται στη σελίδα;,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,πόσο κάνει η προσφορά,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,ποσο κανει η προσφορα,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,poso kanei i prosfora,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,πόσο έχουν οι προσφορές,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,poso exoun oi prosfores,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,τιμή προσφοράς,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,τιμη προσφορας,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,timi prosforas,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,τιμές,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,times,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,κόστος,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,kostos,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,πάγιο,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,pagio,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,offer prices,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-offer-prices-summary,price list,"Στη σελίδα φαίνονται ενδεικτικά: κινητή Vodafone CU/NOVA Q με 100€ για 12 μήνες, Vodafone σταθερή/internet από 16,00€/μήνα, Nova 5G Home Internet 17,90€/μήνα και EON + Cosmote TV Full Pack 20,90€/μήνα.
Για ακριβείς όρους επιλέξτε την αντίστοιχη προσφορά στη σελίδα."
site-use-page,Πώς χρησιμοποιώ τη σελίδα για να δω μια προσφορά;,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,πώς χρησιμοποιώ τη σελίδα,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,πως χρησιμοποιω τη σελιδα,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,pos xrisimopoio ti selida,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,πού πατάω,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,που παταω,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,pou patao,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,να δω προσφορά,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,να δω προσφορα,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,προβολή προσφοράς,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,provoli prosforas,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,πώς βλέπω τις προσφορές,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,pws vlepo tis prosfores,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,pws vlepo tis prosfores apo to menu,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,pws vlepo prosfores apo menu,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
site-use-page,πώς ανοίγω τις προσφορές,"Πατήστε την κάρτα της προσφοράς που σας ενδιαφέρει ή ανοίξτε το Μενού Επιλογών.
Από εκεί επιλέγετε Κινητή Τηλεφωνία, Σταθερή & Internet ή Nova & Cosmote TV.
Στα παράθυρα λεπτομερειών εμφανίζονται τα βήματα, τα έντυπα, τα δικαιολογητικά και τα στοιχεία αποστολής."
